species_name,sample_id,pres_genes,total_genes,pres_acc95_genes,total_acc95_genes,pres_acc90_genes,total_acc90_genes,species_avg_pres_genes,strain_number
Alistipes_putredinis_61533,700107189,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700107398c,1838,2356,1838,2356,1838,2356,1941.1,1.0
Alistipes_putredinis_61533,700107489,1994,2356,1994,2356,1994,2356,1941.1,1.0
Alistipes_putredinis_61533,700107873,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700107930,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700108095c,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700108161c,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700108218,1828,2356,1828,2356,1828,2356,1941.1,1.0
Alistipes_putredinis_61533,700108341,1955,2356,1955,2356,1955,2356,1941.1,1.0
Alistipes_putredinis_61533,700108530,2017,2356,2017,2356,2017,2356,1941.1,1.0
Alistipes_putredinis_61533,700108840c,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700108896,2007,2356,2007,2356,2007,2356,1941.1,1.0
Alistipes_putredinis_61533,700109231c,2099,2356,2099,2356,2099,2356,1941.1,1.0
Alistipes_putredinis_61533,700109383,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700109449,1911,2356,1911,2356,1911,2356,1941.1,1.0
Alistipes_putredinis_61533,700109506,1922,2356,1922,2356,1922,2356,1941.1,1.0
Alistipes_putredinis_61533,700109621,1950,2356,1950,2356,1950,2356,1941.1,1.0
Alistipes_putredinis_61533,700109921,1987,2356,1987,2356,1987,2356,1941.1,1.0
Alistipes_putredinis_61533,700110089,1858,2356,1858,2356,1858,2356,1941.1,1.0
Alistipes_putredinis_61533,700110155,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700110222,2067,2356,2067,2356,2067,2356,1941.1,1.0
Alistipes_putredinis_61533,700110354,2047,2356,2047,2356,2047,2356,1941.1,1.0
Alistipes_putredinis_61533,700110419,1958,2356,1958,2356,1958,2356,1941.1,1.0
Alistipes_putredinis_61533,700110812,2037,2356,2037,2356,2037,2356,1941.1,1.0
Alistipes_putredinis_61533,700111026,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700111156,2025,2356,2025,2356,2025,2356,1941.1,1.0
Alistipes_putredinis_61533,700111223c,2070,2356,2070,2356,2070,2356,1941.1,1.0
Alistipes_putredinis_61533,700111296c,2034,2356,2034,2356,2034,2356,1941.1,1.0
Alistipes_putredinis_61533,700111439,1917,2356,1917,2356,1917,2356,1941.1,1.0
Alistipes_putredinis_61533,700111505,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700111745,1823,2356,1823,2356,1823,2356,1941.1,1.0
Alistipes_putredinis_61533,700111986,1836,2356,1836,2356,1836,2356,1941.1,1.0
Alistipes_putredinis_61533,700112046,2002,2356,2002,2356,2002,2356,1941.1,1.0
Alistipes_putredinis_61533,700112376,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700112755,1848,2356,1848,2356,1848,2356,1941.1,1.0
Alistipes_putredinis_61533,700113114,1898,2356,1898,2356,1898,2356,1941.1,1.0
Alistipes_putredinis_61533,700113177,1947,2356,1947,2356,1947,2356,1941.1,1.0
Alistipes_putredinis_61533,700113616,2038,2356,2038,2356,2038,2356,1941.1,3.0
Alistipes_putredinis_61533,700113762,1999,2356,1999,2356,1999,2356,1941.1,1.0
Alistipes_putredinis_61533,700113810,1856,2356,1856,2356,1856,2356,1941.1,1.0
Alistipes_putredinis_61533,700113867,1938,2356,1938,2356,1938,2356,1941.1,1.0
Alistipes_putredinis_61533,700113954,2021,2356,2021,2356,2021,2356,1941.1,1.0
Alistipes_putredinis_61533,700113975,1951,2356,1951,2356,1951,2356,1941.1,1.0
Alistipes_putredinis_61533,700114000,1878,2356,1878,2356,1878,2356,1941.1,2.0
Alistipes_putredinis_61533,700114082,1912,2356,1912,2356,1912,2356,1941.1,1.0
Alistipes_putredinis_61533,700114125,1824,2356,1824,2356,1824,2356,1941.1,1.0
Alistipes_putredinis_61533,700114162,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700114218,1924,2356,1924,2356,1924,2356,1941.1,1.0
Alistipes_putredinis_61533,700114480,1928,2356,1928,2356,1928,2356,1941.1,1.0
Alistipes_putredinis_61533,700114653,1885,2356,1885,2356,1885,2356,1941.1,1.0
Alistipes_putredinis_61533,700114911,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700116028,1881,2356,1881,2356,1881,2356,1941.1,1.0
Alistipes_putredinis_61533,700116076,1848,2356,1848,2356,1848,2356,1941.1,1.0
Alistipes_putredinis_61533,700116148,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700116201,1942,2356,1942,2356,1942,2356,1941.1,1.0
Alistipes_putredinis_61533,700116248,2102,2356,2102,2356,2102,2356,1941.1,1.0
Alistipes_putredinis_61533,700116296,1985,2356,1985,2356,1985,2356,1941.1,1.0
Alistipes_putredinis_61533,700116358c,2007,2356,2007,2356,2007,2356,1941.1,1.0
Alistipes_putredinis_61533,700116401,1914,2356,1914,2356,1914,2356,1941.1,1.0
Alistipes_putredinis_61533,700116468,1642,2356,1642,2356,1642,2356,1941.1,2.0
Alistipes_putredinis_61533,700116505,1908,2356,1908,2356,1908,2356,1941.1,1.0
Alistipes_putredinis_61533,700116568c,1832,2356,1832,2356,1832,2356,1941.1,2.0
Alistipes_putredinis_61533,700116668,2140,2356,2140,2356,2140,2356,1941.1,1.0
Alistipes_putredinis_61533,700116730,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700116828,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700116865,1905,2356,1905,2356,1905,2356,1941.1,1.0
Alistipes_putredinis_61533,700116917,2001,2356,2001,2356,2001,2356,1941.1,1.0
Alistipes_putredinis_61533,700117031,1997,2356,1997,2356,1997,2356,1941.1,1.0
Alistipes_putredinis_61533,700117069,2032,2356,2032,2356,2032,2356,1941.1,1.0
Alistipes_putredinis_61533,700117172,1949,2356,1949,2356,1949,2356,1941.1,1.0
Alistipes_putredinis_61533,700117184,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700117239,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700117303,2047,2356,2047,2356,2047,2356,1941.1,1.0
Alistipes_putredinis_61533,700117395,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700117537,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700117682,1836,2356,1836,2356,1836,2356,1941.1,1.0
Alistipes_putredinis_61533,700117755,1899,2356,1899,2356,1899,2356,1941.1,1.0
Alistipes_putredinis_61533,700117766,2093,2356,2093,2356,2093,2356,1941.1,1.0
Alistipes_putredinis_61533,700117938,1856,2356,1856,2356,1856,2356,1941.1,1.0
Alistipes_putredinis_61533,700117992,1849,2356,1849,2356,1849,2356,1941.1,1.0
Alistipes_putredinis_61533,700119042c,1832,2356,1832,2356,1832,2356,1941.1,1.0
Alistipes_putredinis_61533,700119165,2023,2356,2023,2356,2023,2356,1941.1,1.0
Alistipes_putredinis_61533,700119307,2005,2356,2005,2356,2005,2356,1941.1,1.0
Alistipes_putredinis_61533,700119496c,1976,2356,1976,2356,1976,2356,1941.1,2.0
Alistipes_putredinis_61533,700119562,2001,2356,2001,2356,2001,2356,1941.1,1.0
Alistipes_putredinis_61533,700119739,2043,2356,2043,2356,2043,2356,1941.1,3.0
Alistipes_putredinis_61533,700119987,1922,2356,1922,2356,1922,2356,1941.1,1.0
Alistipes_putredinis_61533,700120572,2005,2356,2005,2356,2005,2356,1941.1,1.0
Alistipes_putredinis_61533,700120753,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700121639,1989,2356,1989,2356,1989,2356,1941.1,1.0
Alistipes_putredinis_61533,700121919,1845,2356,1845,2356,1845,2356,1941.1,1.0
Alistipes_putredinis_61533,700122000,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700122042,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700122108c,1956,2356,1956,2356,1956,2356,1941.1,1.0
Alistipes_putredinis_61533,700122165c,2085,2356,2085,2356,2085,2356,1941.1,1.0
Alistipes_putredinis_61533,700122408,1992,2356,1992,2356,1992,2356,1941.1,1.0
Alistipes_putredinis_61533,700122765,1939,2356,1939,2356,1939,2356,1941.1,1.0
Alistipes_putredinis_61533,700122860,1915,2356,1915,2356,1915,2356,1941.1,1.0
Alistipes_putredinis_61533,700123135,1997,2356,1997,2356,1997,2356,1941.1,2.0
Alistipes_putredinis_61533,700123562,869,2356,869,2356,869,2356,1941.1,1.0
Alistipes_putredinis_61533,700123700,2043,2356,2043,2356,2043,2356,1941.1,2.0
Alistipes_putredinis_61533,700123827,2040,2356,2040,2356,2040,2356,1941.1,1.0
Alistipes_putredinis_61533,700123959,1416,2356,1416,2356,1416,2356,1941.1,1.0
Alistipes_putredinis_61533,700124429,2117,2356,2117,2356,2117,2356,1941.1,1.0
Alistipes_putredinis_61533,700124561,2008,2356,2008,2356,2008,2356,1941.1,1.0
Alistipes_putredinis_61533,700161219,1853,2356,1853,2356,1853,2356,1941.1,1.0
Alistipes_putredinis_61533,700161342,2095,2356,2095,2356,2095,2356,1941.1,1.0
Alistipes_putredinis_61533,700161532,2050,2356,2050,2356,2050,2356,1941.1,1.0
Alistipes_putredinis_61533,700161533,1869,2356,1869,2356,1869,2356,1941.1,1.0
Alistipes_putredinis_61533,700161581,2016,2356,2016,2356,2016,2356,1941.1,1.0
Alistipes_putredinis_61533,700161629,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700161742,1861,2356,1861,2356,1861,2356,1941.1,1.0
Alistipes_putredinis_61533,700161743,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700161856,1885,2356,1885,2356,1885,2356,1941.1,1.0
Alistipes_putredinis_61533,700161872,1930,2356,1930,2356,1930,2356,1941.1,1.0
Alistipes_putredinis_61533,700161945,1880,2356,1880,2356,1880,2356,1941.1,1.0
Alistipes_putredinis_61533,700161967,1971,2356,1971,2356,1971,2356,1941.1,1.0
Alistipes_putredinis_61533,700163181,1957,2356,1957,2356,1957,2356,1941.1,1.0
Alistipes_putredinis_61533,700163238,1867,2356,1867,2356,1867,2356,1941.1,1.0
Alistipes_putredinis_61533,700163296,1941,2356,1941,2356,1941,2356,1941.1,1.0
Alistipes_putredinis_61533,700163419,1856,2356,1856,2356,1856,2356,1941.1,2.0
Alistipes_putredinis_61533,700163458,1931,2356,1931,2356,1931,2356,1941.1,1.0
Alistipes_putredinis_61533,700163521,2014,2356,2014,2356,2014,2356,1941.1,1.0
Alistipes_putredinis_61533,700163628,1952,2356,1952,2356,1952,2356,1941.1,1.0
Alistipes_putredinis_61533,700163699,2092,2356,2092,2356,2092,2356,1941.1,1.0
Alistipes_putredinis_61533,700163772,1854,2356,1854,2356,1854,2356,1941.1,1.0
Alistipes_putredinis_61533,700163811,1934,2356,1934,2356,1934,2356,1941.1,1.0
Alistipes_putredinis_61533,700163868c,1859,2356,1859,2356,1859,2356,1941.1,1.0
Alistipes_putredinis_61533,700163981,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700163982,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700164159c,1902,2356,1902,2356,1902,2356,1941.1,1.0
Alistipes_putredinis_61533,700164192,1795,2356,1795,2356,1795,2356,1941.1,1.0
Alistipes_putredinis_61533,700164249,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700164339,1874,2356,1874,2356,1874,2356,1941.1,2.0
Alistipes_putredinis_61533,700164354,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700164417,1969,2356,1969,2356,1969,2356,1941.1,1.0
Alistipes_putredinis_61533,700164450,1854,2356,1854,2356,1854,2356,1941.1,1.0
Alistipes_putredinis_61533,700164611,2140,2356,2140,2356,2140,2356,1941.1,1.0
Alistipes_putredinis_61533,700164641,1960,2356,1960,2356,1960,2356,1941.1,1.0
Alistipes_putredinis_61533,700164686,1831,2356,1831,2356,1831,2356,1941.1,1.0
Alistipes_putredinis_61533,700164735,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700164792,1974,2356,1974,2356,1974,2356,1941.1,1.0
Alistipes_putredinis_61533,700164891,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700165148,1987,2356,1987,2356,1987,2356,1941.1,1.0
Alistipes_putredinis_61533,700165167,1964,2356,1964,2356,1964,2356,1941.1,2.0
Alistipes_putredinis_61533,700165224,1781,2356,1781,2356,1781,2356,1941.1,1.0
Alistipes_putredinis_61533,700165263c,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700165311,2019,2356,2019,2356,2019,2356,1941.1,1.0
Alistipes_putredinis_61533,700165407,1999,2356,1999,2356,1999,2356,1941.1,1.0
Alistipes_putredinis_61533,700165455,1878,2356,1878,2356,1878,2356,1941.1,1.0
Alistipes_putredinis_61533,700165530,1825,2356,1825,2356,1825,2356,1941.1,1.0
Alistipes_putredinis_61533,700165634,2060,2356,2060,2356,2060,2356,1941.1,1.0
Alistipes_putredinis_61533,700165778,2017,2356,2017,2356,2017,2356,1941.1,1.0
Alistipes_putredinis_61533,700165809,1743,2356,1743,2356,1743,2356,1941.1,1.0
Alistipes_putredinis_61533,700165875,2052,2356,2052,2356,2052,2356,1941.1,1.0
Alistipes_putredinis_61533,700165986,2024,2356,2024,2356,2024,2356,1941.1,1.0
Alistipes_putredinis_61533,700166262,2058,2356,2058,2356,2058,2356,1941.1,1.0
Alistipes_putredinis_61533,700166586,1955,2356,1955,2356,1955,2356,1941.1,1.0
Alistipes_putredinis_61533,700166643,1994,2356,1994,2356,1994,2356,1941.1,1.0
Alistipes_putredinis_61533,700166775,2011,2356,2011,2356,2011,2356,1941.1,1.0
Alistipes_putredinis_61533,700166862,2000,2356,2000,2356,2000,2356,1941.1,1.0
Alistipes_putredinis_61533,700167107,2002,2356,2002,2356,2002,2356,1941.1,1.0
Alistipes_putredinis_61533,700167759,2001,2356,2001,2356,2001,2356,1941.1,1.0
Alistipes_putredinis_61533,700167825,2006,2356,2006,2356,2006,2356,1941.1,1.0
Alistipes_putredinis_61533,700171066,1833,2356,1833,2356,1833,2356,1941.1,2.0
Alistipes_putredinis_61533,700171114,2015,2356,2015,2356,2015,2356,1941.1,1.0
Alistipes_putredinis_61533,700171115c,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700171324,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700171341,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700171390,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700171441,1970,2356,1970,2356,1970,2356,1941.1,1.0
Alistipes_putredinis_61533,700171573,1909,2356,1909,2356,1909,2356,1941.1,1.0
Alistipes_putredinis_61533,700171574,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700171648,2046,2356,2046,2356,2046,2356,1941.1,1.0
Alistipes_putredinis_61533,700171679,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700171727c,2074,2356,2074,2356,2074,2356,1941.1,1.0
Alistipes_putredinis_61533,700171859,1957,2356,1957,2356,1957,2356,1941.1,1.0
Alistipes_putredinis_61533,700171955,1060,2356,1060,2356,1060,2356,1941.1,1.0
Alistipes_putredinis_61533,700172068,1888,2356,1888,2356,1888,2356,1941.1,1.0
Alistipes_putredinis_61533,700172069,1970,2356,1970,2356,1970,2356,1941.1,1.0
Alistipes_putredinis_61533,700172132,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700172221,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700172279,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700172346,2121,2356,2121,2356,2121,2356,1941.1,1.0
Alistipes_putredinis_61533,700172393,1851,2356,1851,2356,1851,2356,1941.1,1.0
Alistipes_putredinis_61533,700172461,1878,2356,1878,2356,1878,2356,1941.1,1.0
Alistipes_putredinis_61533,700172498c,2065,2356,2065,2356,2065,2356,1941.1,2.0
Alistipes_putredinis_61533,700172555,1961,2356,1961,2356,1961,2356,1941.1,1.0
Alistipes_putredinis_61533,700172621,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700172726c,1921,2356,1921,2356,1921,2356,1941.1,3.0
Alistipes_putredinis_61533,700172813,1835,2356,1835,2356,1835,2356,1941.1,1.0
Alistipes_putredinis_61533,700172870,1852,2356,1852,2356,1852,2356,1941.1,1.0
Alistipes_putredinis_61533,700172927,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700173023,1865,2356,1865,2356,1865,2356,1941.1,1.0
Alistipes_putredinis_61533,700173086,2001,2356,2001,2356,2001,2356,1941.1,1.0
Alistipes_putredinis_61533,700173119,1943,2356,1943,2356,1943,2356,1941.1,1.0
Alistipes_putredinis_61533,700173176,2014,2356,2014,2356,2014,2356,1941.1,1.0
Alistipes_putredinis_61533,700173272,0,2356,0,2356,0,2356,1941.1,1.0
Alistipes_putredinis_61533,700173320,1938,2356,1938,2356,1938,2356,1941.1,1.0
Alistipes_putredinis_61533,700173377,1961,2356,1961,2356,1961,2356,1941.1,1.0
Alistipes_putredinis_61533,700173483,2051,2356,2051,2356,2051,2356,1941.1,1.0
Alistipes_putredinis_61533,700173627,0,2356,0,2356,0,2356,1941.1,2.0
Alistipes_putredinis_61533,700173686,1895,2356,1895,2356,1895,2356,1941.1,2.0
Alistipes_putredinis_61533,700175086,1985,2356,1985,2356,1985,2356,1941.1,1.0
Alistipes_putredinis_61533,700175181,1947,2356,1947,2356,1947,2356,1941.1,1.0
Alistipes_putredinis_61533,700175331,1822,2356,1822,2356,1822,2356,1941.1,1.0
Alistipes_senegalensis_58364,700013693,2574,3336,1063,1823,754,1506,2559.0,2.0
Alistipes_senegalensis_58364,700014837,2933,3336,1420,1823,1116,1506,2559.0,1.0
Alistipes_senegalensis_58364,700014954,2513,3336,1002,1823,689,1506,2559.0,2.0
Alistipes_senegalensis_58364,700015181c,2476,3336,968,1823,668,1506,2559.0,1.0
Alistipes_senegalensis_58364,700015250c,2694,3336,1181,1823,865,1506,2559.0,2.0
Alistipes_senegalensis_58364,700016542c,2305,3336,887,1823,652,1506,2559.0,1.0
Alistipes_senegalensis_58364,700016610c,2571,3336,1068,1823,784,1506,2559.0,2.0
Alistipes_senegalensis_58364,700024086c,2660,3336,1147,1823,835,1506,2559.0,2.0
Alistipes_senegalensis_58364,700033989,2778,3336,1268,1823,953,1506,2559.0,2.0
Alistipes_senegalensis_58364,700034565,2470,3336,962,1823,657,1506,2559.0,1.0
Alistipes_senegalensis_58364,700034926,2565,3336,1061,1823,760,1506,2559.0,2.0
Alistipes_senegalensis_58364,700037539c,2587,3336,1081,1823,784,1506,2559.0,1.0
Alistipes_senegalensis_58364,700038414,2649,3336,1142,1823,834,1506,2559.0,1.0
Alistipes_senegalensis_58364,700038870c,2551,3336,1040,1823,739,1506,2559.0,1.0
Alistipes_senegalensis_58364,700095287,2627,3336,1115,1823,801,1506,2559.0,2.0
Alistipes_senegalensis_58364,700097906c,2539,3336,1040,1823,741,1506,2559.0,1.0
Alistipes_senegalensis_58364,700098267,2392,3336,923,1823,658,1506,2559.0,2.0
Alistipes_senegalensis_58364,700098561,2701,3336,1193,1823,892,1506,2559.0,2.0
Alistipes_senegalensis_58364,700099803,2638,3336,1126,1823,810,1506,2559.0,2.0
Alistipes_senegalensis_58364,700099886,2513,3336,1004,1823,714,1506,2559.0,2.0
Alistipes_senegalensis_58364,700101581,2579,3336,1071,1823,771,1506,2559.0,2.0
Alistipes_senegalensis_58364,700102242c,2544,3336,1033,1823,724,1506,2559.0,2.0
Alistipes_senegalensis_58364,700102299,2527,3336,1031,1823,745,1506,2559.0,1.0
Alistipes_senegalensis_58364,700102586c,2619,3336,1106,1823,790,1506,2559.0,2.0
Alistipes_senegalensis_58364,700108840c,2466,3336,960,1823,659,1506,2559.0,2.0
Alistipes_senegalensis_58364,700109231c,2572,3336,1074,1823,773,1506,2559.0,1.0
Alistipes_senegalensis_58364,700109449,2482,3336,985,1823,685,1506,2559.0,1.0
Alistipes_senegalensis_58364,700109987,2577,3336,1070,1823,778,1506,2559.0,1.0
Alistipes_senegalensis_58364,700110419,2607,3336,1095,1823,791,1506,2559.0,1.0
Alistipes_senegalensis_58364,700112755,2627,3336,1115,1823,807,1506,2559.0,1.0
Alistipes_senegalensis_58364,700117682,2160,3336,726,1823,475,1506,2559.0,1.0
Alistipes_senegalensis_58364,700119165,2595,3336,1082,1823,770,1506,2559.0,1.0
Alistipes_senegalensis_58364,700119496c,2436,3336,967,1823,705,1506,2559.0,1.0
Alistipes_senegalensis_58364,700122108c,2599,3336,1086,1823,776,1506,2559.0,2.0
Alistipes_senegalensis_58364,700122165c,2559,3336,1046,1823,732,1506,2559.0,1.0
Alistipes_senegalensis_58364,700165148,2596,3336,1090,1823,793,1506,2559.0,2.0
Alistipes_senegalensis_58364,700165167,2594,3336,1082,1823,778,1506,2559.0,1.0
Alistipes_senegalensis_58364,700165809,2704,3336,1194,1823,886,1506,2559.0,1.0
Alistipes_senegalensis_58364,700167825,2241,3336,758,1823,492,1506,2559.0,1.0
Alistipes_senegalensis_58364,700171573,2541,3336,1035,1823,735,1506,2559.0,2.0
Alistipes_shahii_62199,700013600,2526,3289,2526,3289,2526,3289,2539.7,1.0
Alistipes_shahii_62199,700013597,2631,3289,2631,3289,2631,3289,2539.7,1.0
Alistipes_shahii_62199,700013588,2419,3289,2419,3289,2419,3289,2539.7,1.0
Alistipes_shahii_62199,700013603,2250,3289,2250,3289,2250,3289,2539.7,1.0
Alistipes_shahii_62199,700013672,2445,3289,2445,3289,2445,3289,2539.7,2.0
Alistipes_shahii_62199,700013693,2489,3289,2489,3289,2489,3289,2539.7,1.0
Alistipes_shahii_62199,700013715,2900,3289,2900,3289,2900,3289,2539.7,2.0
Alistipes_shahii_62199,700014386,2640,3289,2640,3289,2640,3289,2539.7,1.0
Alistipes_shahii_62199,700014486,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700014498,2477,3289,2477,3289,2477,3289,2539.7,1.0
Alistipes_shahii_62199,700014562c,2859,3289,2859,3289,2859,3289,2539.7,1.0
Alistipes_shahii_62199,700014724,2666,3289,2666,3289,2666,3289,2539.7,1.0
Alistipes_shahii_62199,700014837,2582,3289,2582,3289,2582,3289,2539.7,1.0
Alistipes_shahii_62199,700014954,2611,3289,2611,3289,2611,3289,2539.7,1.0
Alistipes_shahii_62199,700015181c,2518,3289,2518,3289,2518,3289,2539.7,1.0
Alistipes_shahii_62199,700015250c,2632,3289,2632,3289,2632,3289,2539.7,1.0
Alistipes_shahii_62199,700015415,2907,3289,2907,3289,2907,3289,2539.7,2.0
Alistipes_shahii_62199,700015702,2502,3289,2502,3289,2502,3289,2539.7,1.0
Alistipes_shahii_62199,700015857,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700015981,2609,3289,2609,3289,2609,3289,2539.7,1.0
Alistipes_shahii_62199,700016000,2320,3289,2320,3289,2320,3289,2539.7,1.0
Alistipes_shahii_62199,700016210,2344,3289,2344,3289,2344,3289,2539.7,1.0
Alistipes_shahii_62199,700016456,2798,3289,2798,3289,2798,3289,2539.7,2.0
Alistipes_shahii_62199,700016542c,2545,3289,2545,3289,2545,3289,2539.7,1.0
Alistipes_shahii_62199,700016610c,2814,3289,2814,3289,2814,3289,2539.7,2.0
Alistipes_shahii_62199,700016716c,2632,3289,2632,3289,2632,3289,2539.7,1.0
Alistipes_shahii_62199,700016765,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700016902,2645,3289,2645,3289,2645,3289,2539.7,2.0
Alistipes_shahii_62199,700016960,2792,3289,2792,3289,2792,3289,2539.7,1.0
Alistipes_shahii_62199,700021123,2510,3289,2510,3289,2510,3289,2539.7,1.0
Alistipes_shahii_62199,700021261,2124,3289,2124,3289,2124,3289,2539.7,2.0
Alistipes_shahii_62199,700021295,2631,3289,2631,3289,2631,3289,2539.7,1.0
Alistipes_shahii_62199,700021306c,2613,3289,2613,3289,2613,3289,2539.7,2.0
Alistipes_shahii_62199,700021361,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700021824,2639,3289,2639,3289,2639,3289,2539.7,2.0
Alistipes_shahii_62199,700021876,2610,3289,2610,3289,2610,3289,2539.7,1.0
Alistipes_shahii_62199,700021902c,2526,3289,2526,3289,2526,3289,2539.7,1.0
Alistipes_shahii_62199,700023066,2660,3289,2660,3289,2660,3289,2539.7,1.0
Alistipes_shahii_62199,700023113,2580,3289,2580,3289,2580,3289,2539.7,2.0
Alistipes_shahii_62199,700023188,2501,3289,2501,3289,2501,3289,2539.7,1.0
Alistipes_shahii_62199,700023267,2564,3289,2564,3289,2564,3289,2539.7,2.0
Alistipes_shahii_62199,700023337,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700023578,2645,3289,2645,3289,2645,3289,2539.7,2.0
Alistipes_shahii_62199,700023603,2594,3289,2594,3289,2594,3289,2539.7,1.0
Alistipes_shahii_62199,700023634c,2693,3289,2693,3289,2693,3289,2539.7,1.0
Alistipes_shahii_62199,700023720c,2636,3289,2636,3289,2636,3289,2539.7,2.0
Alistipes_shahii_62199,700023788,2933,3289,2933,3289,2933,3289,2539.7,2.0
Alistipes_shahii_62199,700023872c,2551,3289,2551,3289,2551,3289,2539.7,2.0
Alistipes_shahii_62199,700023919c,2518,3289,2518,3289,2518,3289,2539.7,2.0
Alistipes_shahii_62199,700024024c,2653,3289,2653,3289,2653,3289,2539.7,2.0
Alistipes_shahii_62199,700024086c,2631,3289,2631,3289,2631,3289,2539.7,1.0
Alistipes_shahii_62199,700024141,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700024233,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700024234,2462,3289,2462,3289,2462,3289,2539.7,1.0
Alistipes_shahii_62199,700024318,2500,3289,2500,3289,2500,3289,2539.7,2.0
Alistipes_shahii_62199,700024349,2645,3289,2645,3289,2645,3289,2539.7,1.0
Alistipes_shahii_62199,700024437,2527,3289,2527,3289,2527,3289,2539.7,1.0
Alistipes_shahii_62199,700024545c,2624,3289,2624,3289,2624,3289,2539.7,1.0
Alistipes_shahii_62199,700024615,2635,3289,2635,3289,2635,3289,2539.7,2.0
Alistipes_shahii_62199,700024673,2566,3289,2566,3289,2566,3289,2539.7,1.0
Alistipes_shahii_62199,700024711,0,3289,0,3289,0,3289,2539.7,1.0
Alistipes_shahii_62199,700024752,1783,3289,1783,3289,1783,3289,2539.7,2.0
Alistipes_shahii_62199,700024866,2634,3289,2634,3289,2634,3289,2539.7,2.0
Alistipes_shahii_62199,700024930,2620,3289,2620,3289,2620,3289,2539.7,2.0
Alistipes_shahii_62199,700024998,2628,3289,2628,3289,2628,3289,2539.7,1.0
Alistipes_shahii_62199,700032068,2524,3289,2524,3289,2524,3289,2539.7,2.0
Alistipes_shahii_62199,700032133c,2476,3289,2476,3289,2476,3289,2539.7,1.0
