sample_id	subject_id	shannon_diversity	species_richness	total_reads_MIDAS	total_reads_orig	total_avg_marker_coverage	total_med_marker_coverage
700166586	160845950	1.42813746073	117	63893	43208038	644.2652923	598.583610061
700166775	160582958	2.55938066034	145	147975	91114908	1530.14513834	1465.48578768
700171066	863126187	2.95861780627	206	157249	100379342	1583.85946536	1575.85433711
700171114	682102541	2.85362976846	152	108681	122837952	1091.3154401	1112.68930549
700171115	663835652	3.03163729511	155	138683	120011840	1412.57053925	1436.82759079
700171190	765013792	2.48084888828	140	98464	58580406	968.755396833	1003.42908306
700171324	275382046	1.51013447123	111	275185	195267624	2743.32108143	2675.30861895
700171341	868454789	2.66334253129	146	22631	51366108	222.793843725	204.650201859
700171390	147406386	3.75943633743	266	20396	17997920	203.655016892	138.308615142
700171441	765377934	2.66790652184	149	227105	194310184	2371.23142198	2482.68740663
700171573	370027359	2.1271324649	129	259884	168554108	2604.53054572	2725.90193137
700171574	553359145	1.67579351637	75	53675	43528164	534.780393594	582.278313615
700171648	765519544	2.84530357424	127	218374	183248884	2250.16635326	2197.66884593
700171679	938202701	1.95452210803	154	118036	80137732	1198.417933	1188.47872497
700171727	765337473	2.69603196506	141	97764	69859792	1007.68410776	1021.81402905
700171859	809362576	3.3948210107	182	39283	47571586	400.731990684	372.880617985
700171916	765640925	2.57359144647	188	220907	204589912	2221.83768757	2268.38952733
700171955	561079058	1.96241555058	119	57850	49981630	575.910840744	750.5219354
700172068	508703490	2.40235242553	127	204577	262971352	2128.15768924	2027.06887628
700172221	737052003	1.9120874778	164	215786	170973416	2140.80797262	2081.15017326
700172279	256789458	2.53897599516	157	81431	65764548	821.8159288	808.010785998
700172393	516889361	3.0054282118	188	63029	63937856	644.068625778	613.065698625
700172461	763901136	3.22770429389	147	125137	122290816	1259.68477768	1320.08974019
700172498	765256553	2.7911755102	262	200306	166754946	1934.47530632	1875.78723239
700172555	103092734	2.80578166555	159	78483	50285278	792.627479715	778.506887254
700172621	643185023	2.59835509056	133	67697	41545156	682.852241764	689.085226523
700172726	857980665	3.01614732477	179	162120	127013018	1693.46111742	1652.48487471
700172813	875002022	2.8395505846	204	88055	72494060	897.149935815	932.944715312
700173023	765276783	3.2089564621	178	141826	109979620	1441.50709861	1373.77891872
700173086	305070461	3.19077168209	155	74835	58562012	763.272817599	754.14307465
700173119	884419868	2.81190215716	133	64798	44543910	682.047740132	676.88871817
700173176	658594300	2.77822113261	240	118642	73987932	1183.20045124	1241.74527321
700173272	355657046	1.93740678111	138	63609	44538918	635.525719859	619.614434409
700173377	525622796	2.858348193	139	68084	45762306	716.599521474	683.568861974
700173483	115629832	2.94819696859	177	96178	60223240	980.287667161	968.751362025
700173546	901775393	2.58661575604	168	65493	68349258	660.698311216	661.796655781
700173627	612472597	2.93167486306	257	58173	40517762	576.296279801	531.690237556
700175086	764791260	2.99831137507	219	60609	49883168	605.147111528	631.923165289
700175181	764851951	2.87980857027	179	62306	52321428	610.998300473	595.616152746
700175331	764953101	2.94258131556	134	64979	40040788	666.706559134	667.841934944
700173686	886389417	3.4838243015	121	19560	15120806	202.046041096	166.011912215
700122765	536137189	2.267621933	98	69076	44169256	698.568778891	679.911451427
700124561	797461496	2.85197847237	104	34399	23687882	367.842225413	338.299209164
700167825	797461496	2.73846229603	114	39492	27391480	416.66571584	388.131466556
700124429	788731474	2.53209397809	98	34399	27454488	354.800311319	374.266282167
700121919	241812656	2.59206608889	84	32539	32357102	345.29147951	338.534612451
700021123	763395383	2.68111537389	124	89401	58751518	925.926547017	854.070226486
700164891	932979671	1.79908483897	76	64420	45176950	665.513447213	621.266130726
700117239	932979671	1.9116902983	88	54475	37723934	580.903264841	524.38722768
700117537	486505039	1.78321923981	135	74819	36665110	754.249007729	686.925622677
700165311	115629832	2.94920622962	123	40727	30043356	416.245212477	383.79178223
700161967	535376874	3.1634371827	142	51800	35376682	540.506559627	503.024983699
700161743	188816475	2.14940388056	49	48037	31162268	482.715411459	463.454368071
700172132	486505039	1.84284682422	132	91838	48664804	923.545392096	850.202031333
700117395	596625983	2.15303573598	89	59332	38671552	597.437042686	586.687390525
700163982	596625983	2.50274629843	99	43005	30607532	436.857127165	407.064105401
700172927	596625983	2.45593274071	117	45599	37931250	458.171671535	446.219110767
700161533	725019804	2.61162300954	114	62791	38852818	652.022556149	600.867902343
700173320	316129862	2.67596997102	148	81271	54815058	838.099171685	810.977721685
700165224	182518224	2.67135736121	110	58560	35922772	616.964134661	594.014713372
700172346	366487741	2.87901856093	142	36496	25125424	379.871377349	357.032528743
700097973	970836795	3.14800981779	121	28289	31289554	293.000011704	252.63931634
700167759	441369442	2.71899489505	95	48312	27722376	498.112212802	486.794907877
700163419	886389417	2.39294937445	151	100701	57262656	1016.43096624	987.411969523
700161342	366487741	2.67527451398	132	95439	58145984	980.363685872	919.291706799
700166862	160987560	1.5365471688	77	83539	48908348	858.289155831	806.907023594
700123135	161068481	2.10843481588	89	75345	46016342	788.810803032	740.301110287
700097482	161473083	2.67263429984	126	88344	69122158	942.709871041	873.454610138
700098267	158742018	3.02663099721	137	141858	100955032	1517.36001872	1463.00538384
700097291	158013734	2.962540314	118	144124	108729396	1515.23699327	1546.81283168
